key,neighborhood,district,year,crimes_total,robbery,street_handbag_roberry,physical_injuries_total,dangerous_serious_bodily_harm,dep_of_liberty_coercion_threats_stalking,theft_total,theft_of_motor_vehicles,theft_parts_motor_vehicles,bike_theft,res_burglarly,arson_offense_total,arson,prop_damage_total,prop_damage_graffiti,drugs,neighborhood_offence
101001,Marzahn Nord,Marzahn-Hellersdorf,2017," 8,826 ", 92 , 55 ," 1,524 ", 277 , 386 ," 3,032 ", 290 , 466 , 424 , 92 , 84 , 38 ," 1,071 ", 307 , 109 ," 2,847 "
101002,Marzahn Mitte,Marzahn-Hellersdorf,2017," 10,698 ", 79 , 52 ," 1,435 ", 254 , 401 ," 4,854 ", 358 , 918 , 320 , 110 , 70 , 19 ," 1,071 ", 167 , 163 ," 3,250 "
101003,Marzahn Süd,Marzahn-Hellersdorf,2017," 11,501 ", 50 , 21 ," 1,036 ", 193 , 309 ," 4,661 ", 447 ," 1,150 ", 267 , 169 , 48 , 16 , 883 , 124 , 127 ," 2,337 "
102004,Hellersdorf Nord,Marzahn-Hellersdorf,2017," 11,373 ", 110 , 62 ," 1,646 ", 314 , 394 ," 4,171 ", 249 , 527 , 297 , 71 , 82 , 28 ," 1,742 ", 564 , 255 ," 3,077 "
102005,Hellersdorf Ost,Marzahn-Hellersdorf,2017," 7,813 ", 118 , 54 ," 1,412 ", 246 , 335 ," 2,730 ", 108 , 359 , 556 , 59 , 69 , 10 ," 1,053 ", 320 , 113 ," 2,558 "
102006,Hellersdorf Süd,Marzahn-Hellersdorf,2017," 8,092 ", 41 , 24 ," 1,228 ", 231 , 349 ," 2,720 ", 268 , 414 , 259 , 69 , 36 , 4 ," 1,160 ", 409 , 170 ," 2,307 "
103007,Biesdorf,Marzahn-Hellersdorf,2017," 8,320 ", 68 , 30 , 681 , 124 , 244 ," 4,171 ", 143 , 583 , 598 , 496 , 34 , 15 , 891 , 256 , 60 ," 1,546 "
104008,Kaulsdorf,Marzahn-Hellersdorf,2017," 6,473 ", 42 , 21 , 993 , 68 , 183 ," 2,377 ", 68 , 376 , 517 , 287 , 16 , 10 , 742 , 146 , 68 ," 1,604 "
104009,Mahlsdorf,Marzahn-Hellersdorf,2017," 4,585 ", 32 , 11 , 357 , 67 , 159 ," 1,904 ", 71 , 304 , 350 , 272 , 7 , -   , 689 , 293 , 42 , 735 
110000,Lichtenberg,Lichtenberg-Total,2017," 9,663 ", 77 , 49 , 932 , 204 , 277 ," 4,408 ", 244 , 798 , 608 , 187 , 65 , 23 , 978 , 243 , 182 ," 2,033 "
111001,Malchow,Lichtenberg,2017," 5,004 ", 21 , -   , 528 , 84 , 211 ," 2,492 ", -   , 359 , 232 , 486 , 84 , 42 , 486 , 127 , 42 , 929 
111002,Neu-Hohenschönhausen Nord,Lichtenberg,2017," 6,250 ", 79 , 35 , 853 , 155 , 218 ," 2,493 ", 190 , 352 , 411 , 86 , 59 , 10 , 687 , 90 , 221 ," 2,075 "
111003,Neu-Hohenschönhausen Süd,Lichtenberg,2017," 7,683 ", 86 , 56 ," 1,083 ", 250 , 239 ," 3,586 ", 232 , 586 , 456 , 90 , 41 , 15 , 695 , 149 , 168 ," 2,226 "
112004,Alt-Hohenschönhausen Nord,Lichtenberg,2017," 9,897 ", 75 , 44 ," 1,073 ", 188 , 257 ," 4,660 ", 201 , 759 , 439 , 332 , 50 , 6 , 916 , 182 , 157 ," 2,051 "
112005,Alt-Hohenschönhausen Süd,Lichtenberg,2017," 7,310 ", 38 , 28 , 636 , 101 , 215 ," 3,538 ", 326 , 958 , 411 , 206 , 60 , 13 , 835 , 193 , 133 ," 1,581 "
113006,Fennpfuhl,Lichtenberg,2017," 8,978 ", 103 , 82 , 738 , 148 , 266 ," 3,999 ", 251 ," 1,086 ", 451 , 218 , 54 , 15 ," 1,022 ", 236 , 88 ," 1,821 "
113007,Alt-Lichtenberg,Lichtenberg,2017," 15,911 ", 75 , 36 ," 1,617 ", 368 , 430 ," 7,543 ", 277 ," 1,255 ", 720 , 215 , 81 , 39 ," 1,359 ", 381 , 205 ," 2,953 "
113008,Frankfurter Allee Süd,Lichtenberg,2017," 24,051 ", 199 , 139 ," 1,584 ", 498 , 438 ," 8,545 ", 339 , 847 , 966 , 149 , 80 , 30 ," 1,813 ", 747 , 588 ," 3,028 "
114009,Neu-Lichtenberg,Lichtenberg,2017," 9,875 ", 59 , 40 , 937 , 202 , 301 ," 4,703 ", 146 , 655 , 832 , 155 , 62 , 22 ," 1,164 ", 373 , 233 ," 2,241 "
114010,Friedrichsfelde Nord,Lichtenberg,2017," 9,285 ", 61 , 34 , 976 , 244 , 264 ," 3,890 ", 305 , 868 , 325 , 108 , 54 , 20 , 996 , 278 , 230 ," 1,932 "
114011,Friedrichsfelde Süd,Lichtenberg,2017," 7,081 ", 64 , 40 , 637 , 107 , 223 ," 3,109 ", 223 , 593 , 406 , 88 , 88 , 52 , 927 , 223 , 107 ," 1,489 "
115012,Rummelsburger Bucht,Lichtenberg,2017," 12,948 ", 55 , 55 ," 1,019 ", 248 , 358 ," 6,942 ", 275 , 909 ," 1,846 ", 386 , 55 , 28 ," 1,515 ", 441 , 275 ," 2,810 "
115013,Karlshorst,Lichtenberg,2017," 6,453 ", 26 , 18 , 501 , 136 , 199 ," 3,365 ", 166 , 442 , 977 , 306 , 48 , 15 , 538 , 85 , 92 ," 1,083 "
120000,Reinickendorf,Reinickendorf-Total,2017," 11,456 ", 90 , 45 ," 1,120 ", 268 , 421 ," 4,315 ", 116 , 828 , 394 , 276 , 67 , 26 , 936 , 212 , 353 ," 2,295 "
121001,Ost 1 - Reginhardstraße,Reinickendorf,2017," 10,107 ", 82 , 39 ," 1,225 ", 330 , 369 ," 3,740 ", 104 , 896 , 609 , 226 , 86 , 21 ," 1,060 ", 233 , 333 ," 2,382 "
121002,Ost 2 - Alt-Reinickendorf,Reinickendorf,2017," 12,289 ", 137 , 74 ," 1,165 ", 255 , 407 ," 4,820 ", 137 , 910 , 396 , 277 , 92 , 30 ," 1,187 ", 259 , 414 ," 2,612 "
122003,West 4 - Auguste-Viktoria-Allee,Reinickendorf,2017," 12,310 ", 109 , 34 ," 1,575 ", 385 , 644 ," 4,617 ", 82 , 730 , 269 , 168 , 71 , 34 , 905 , 101 , 322 ," 3,281 "
122004,West 1 - Tegel-Süd/Flughafensee,Reinickendorf,2017," 34,346 ", 141 , 51 ," 1,503 ", 417 , 655 ," 6,594 ", 116 ," 1,560 ", 340 , 360 , 71 , 39 , 925 , 109 ," 1,849 "," 3,204 "
122005,West 5 - Tegel,Reinickendorf,2017," 17,783 ", 130 , 46 ," 1,933 ", 502 , 502 ," 8,706 ", 130 , 678 , 604 , 195 , 46 , 19 ," 1,552 ", 288 , 223 ," 3,428 "
124006,West 2 - Heiligensee/Konradshöhe,Reinickendorf,2017," 4,105 ", 4 , -   , 321 , 74 , 189 ," 1,694 ", 86 , 502 , 189 , 255 , 25 , 16 , 432 , 62 , 148 , 736 
124007,Nord 1 - Frohnau/Hermsdorf,Reinickendorf,2017," 5,594 ", 30 , 27 , 407 , 72 , 173 ," 2,742 ", 126 , 676 , 601 , 532 , 36 , 9 , 586 , 176 , 102 , 903 
125008,West 3 - Borsigwalde/Freie Scholle,Reinickendorf,2017," 7,188 ", 37 , 18 , 672 , 147 , 226 ," 3,178 ", 67 , 617 , 452 , 251 , 49 , 18 , 807 , 122 , 147 ," 1,620 "
125009,Nord 2 - Waidmannslust/Wittenau/Lübars,Reinickendorf,2017," 10,382 ", 104 , 51 ," 1,217 ", 316 , 436 ," 3,967 ", 92 , 525 , 313 , 367 , 70 , 19 ," 1,116 ", 424 , 307 ," 2,298 "
126010,Rollbergesiedlung,Reinickendorf,2017," 10,205 ", 108 , 54 , 918 , 216 , 432 ," 3,607 ", 43 , 842 , 184 , 227 , 65 , 22 ," 1,544 ", 702 , 162 ," 2,009 "
126011,MV Nord,Reinickendorf,2017," 9,768 ", 123 , 69 ," 1,406 ", 272 , 487 ," 4,181 ", 157 , 832 , 264 , 61 , 115 , 61 , 820 , 149 , 218 ," 2,705 "
126012,MV Süd,Reinickendorf,2017," 7,100 ", 59 , 37 ," 1,188 ", 286 , 528 ," 2,354 ", 51 , 623 , 139 , 213 , 44 , 15 , 557 , 59 , 205 ," 2,611 "
010000,Mitte,Mitte-Total,2018," 22,451 ", 193 , 118 ," 1,963 ", 488 , 545 ," 9,958 ", 122 , 963 ," 1,099 ", 204 , 65 , 20 ," 1,456 ", 398 , 999 ," 3,925 "
011001,Tiergarten Süd,Mitte,2018," 34,973 ", 470 , 388 ," 2,817 ", 851 , 701 ," 17,116 ", 116 ," 1,851 "," 2,110 ", 259 , 95 , 20 ," 1,926 ", 286 ," 1,858 "," 8,452 "
011002,Regierungsviertel,Mitte,2018," 74,768 ", 272 , 123 ," 4,222 ", 897 , 938 ," 31,660 ", 123 ," 1,621 "," 3,037 ", 288 , 41 , 8 ," 3,333 "," 1,309 "," 1,086 "," 6,995 "
011003,Alexanderplatz,Mitte,2018," 33,980 ", 231 , 143 ," 2,700 ", 646 , 547 ," 17,837 ", 120 ," 1,013 "," 1,550 ", 235 , 48 , 11 ," 1,836 ", 595 ," 1,714 "," 4,940 "
011004,Brunnenstraße Süd,Mitte,2018," 13,477 ", 83 , 45 , 916 , 189 , 221 ," 5,811 ", 150 , 490 ," 1,005 ", 179 , 29 , 19 ," 1,415 ", 698 , 221 ," 2,209 "
012005,Moabit West,Mitte,2018," 15,754 ", 154 , 82 ," 1,413 ", 355 , 465 ," 5,344 ", 80 , 861 , 968 , 180 , 63 , 26 ," 1,074 ", 214 , 942 ," 2,732 "
012006,Moabit Ost,Mitte,2018," 24,459 ", 159 , 99 ," 1,796 ", 390 , 547 ," 9,451 ", 78 , 729 , 937 , 190 , 81 , 21 ," 1,132 ", 190 ," 1,234 "," 3,704 "
013007,Osloer Straße,Mitte,2018," 15,592 ", 197 , 108 ," 1,926 ", 525 , 640 ," 6,719 ", 118 , 735 , 666 , 187 , 74 , 33 ," 1,125 ", 236 , 556 ," 3,578 "
013008,Brunnenstraße Nord,Mitte,2018," 16,754 ", 178 , 107 ," 1,679 ", 446 , 585 ," 6,618 ", 170 , 893 , 713 , 227 , 73 , 16 ," 1,438 ", 491 ," 1,013 "," 3,404 "
014009,Parkviertel,Mitte,2018," 13,464 ", 121 , 56 ," 1,631 ", 396 , 526 ," 5,823 ", 134 , 955 , 786 , 191 , 65 , 19 ," 1,221 ", 247 , 271 ," 3,272 "
014010,Wedding Zentrum,Mitte,2018," 14,285 ", 156 , 93 ," 1,656 ", 427 , 422 ," 5,622 ", 90 , 757 , 750 , 187 , 67 , 14 ," 1,227 ", 292 , 923 ," 3,150 "
020000,Friedrichshain-Kreuzberg,Friedrichshain-Kreuzberg-Total,2018," 18,817 ", 221 , 149 ," 1,657 ", 555 , 400 ," 8,527 ", 124 , 973 ," 1,487 ", 221 , 69 , 21 ," 1,562 ", 395 ," 1,617 "," 3,589 "
021001,Südliche  Friedrichstadt,Friedrichshain-Kreuzberg,2018," 21,333 ", 253 , 145 ," 1,656 ", 474 , 528 ," 9,288 ", 135 ," 1,443 "," 1,128 ", 280 , 88 , 25 ," 1,421 ", 275 ," 1,998 "," 3,893 "
022002,Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,2018," 15,933 ", 140 , 78 ," 1,184 ", 390 , 354 ," 8,934 ", 138 ," 1,141 "," 1,842 ", 213 , 69 , 21 ," 1,178 ", 235 , 452 ," 3,195 "
023003,Nördliche Luisenstadt,Friedrichshain-Kreuzberg,2018," 22,290 ", 329 , 224 ," 2,201 ", 835 , 482 ," 10,001 ", 110 , 998 ," 1,299 ", 377 , 110 , 10 ," 1,690 ", 434 ," 2,444 "," 4,258 "
023004,Südliche Luisenstadt,Friedrichshain-Kreuzberg,2018," 20,262 ", 384 , 297 ," 1,720 ", 695 , 380 ," 7,704 ", 116 , 721 ," 1,775 ", 246 , 62 , 18 ," 1,456 ", 467 ," 3,419 "," 3,803 "
024005,Karl-Marx-Allee Nord,Friedrichshain-Kreuzberg,2018," 9,867 ", 71 , 29 , 850 , 197 , 327 ," 4,950 ", 168 , 775 ," 1,026 ", 193 , 21 , 13 ," 1,089 ", 214 , 180 ," 2,127 "
024006,Karl-Marx-Allee Süd,Friedrichshain-Kreuzberg,2018," 27,263 ", 330 , 253 ," 2,815 ", 925 , 430 ," 12,027 ", 113 , 997 ," 1,432 ", 141 , 68 , 40 ," 1,797 ", 470 ," 2,573 "," 4,777 "
025007,Frankfurter Allee Nord,Friedrichshain-Kreuzberg,2018," 13,533 ", 75 , 42 ," 1,269 ", 392 , 317 ," 5,848 ", 121 , 486 ," 1,286 ", 157 , 52 , 16 ," 1,743 ", 444 , 303 ," 2,624 "
025008,Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,2018," 18,123 ", 182 , 121 ," 1,804 ", 639 , 338 ," 6,872 ", 65 , 594 ," 1,349 ", 195 , 57 , 19 ," 1,931 ", 636 ," 2,174 "," 3,578 "
030000,Pankow,Pankow-Total,2018," 9,103 ", 79 , 44 , 769 , 186 , 258 ," 4,390 ", 149 , 506 ," 1,053 ", 176 , 49 , 18 , 929 , 267 , 184 ," 1,811 "
031001,Buch,Pankow,2018," 8,880 ", 66 , 12 ," 1,075 ", 222 , 433 ," 3,809 ", 90 , 397 , 865 , 78 , 72 , 36 ," 1,057 ", 282 , 198 ," 2,025 "
032002,Blankenfelde/Niederschönhausen,Pankow,2018," 5,857 ", 35 , 21 , 434 , 52 , 161 ," 2,799 ", 98 , 469 , 700 , 140 , 28 , 14 , 532 , 70 , 56 ," 1,081 "
032003,Buchholz,Pankow,2018," 4,334 ", 33 , 16 , 383 , 55 , 159 ," 1,789 ", 137 , 274 , 317 , 126 , 38 , 11 , 509 , 71 , 49 , 887 
033004,Karow,Pankow,2018," 4,476 ", 20 , 10 , 429 , 102 , 148 ," 2,133 ", 15 , 521 , 643 , 174 , 5 , -   , 556 , 92 , 71 ," 1,021 "
033005,Blankenburg/Heinersdorf/Märchenland,Pankow,2018," 8,521 ", 39 , 19 , 604 , 135 , 231 ," 4,437 ", 128 , 687 , 655 , 379 , 51 , 13 , 848 , 205 , 77 ," 1,181 "
034006,Schönholz/Wilhelmsruh/Rosenthal,Pankow,2018," 5,541 ", 56 , 33 , 430 , 112 , 167 ," 2,511 ", 112 , 636 , 279 , 268 , 61 , 17 , 547 , 84 , 84 , 943 
034007,Pankow Zentrum,Pankow,2018," 9,255 ", 75 , 52 , 583 , 133 , 254 ," 5,160 ", 127 , 483 ," 1,599 ", 174 , 41 , 8 , 837 , 265 , 116 ," 1,831 "
034008,Pankow Süd,Pankow,2018," 7,245 ", 101 , 66 , 632 , 150 , 274 ," 3,093 ", 153 , 387 ," 1,118 ", 182 , 43 , 17 , 759 , 219 , 116 ," 1,646 "
035009,Weißensee,Pankow,2018," 7,889 ", 55 , 31 , 853 , 229 , 331 ," 3,647 ", 190 , 381 , 725 , 164 , 60 , 16 , 876 , 133 , 130 ," 1,950 "
035010,Weißensee Ost,Pankow,2018," 8,242 ", 72 , 33 , 809 , 163 , 293 ," 3,495 ", 202 , 476 , 561 , 156 , 78 , 33 , 978 , 143 , 274 ," 1,826 "
036011,Prenzlauer Berg Nordwest,Pankow,2018," 12,076 ", 180 , 92 ," 1,119 ", 416 , 298 ," 5,604 ", 149 , 416 ," 1,394 ", 145 , 46 , 15 ," 1,116 ", 432 , 669 ," 2,476 "
036012,Prenzlauer Berg Nord,Pankow,2018," 10,133 ", 88 , 48 , 695 , 179 , 289 ," 5,310 ", 201 , 487 ," 1,606 ", 143 , 51 , 26 , 966 , 326 , 198 ," 1,793 "
036013,Helmholtzplatz,Pankow,2018," 9,877 ", 61 , 18 , 821 , 242 , 259 ," 4,427 ", 70 , 250 ," 1,300 ", 101 , 22 , 18 ," 1,216 ", 558 , 215 ," 2,068 "
036014,Prenzlauer Berg Ost,Pankow,2018," 16,641 ", 137 , 56 ," 1,372 ", 289 , 286 ," 7,781 ", 215 , 682 ," 1,146 ", 252 , 119 , 45 ," 1,613 ", 656 , 267 ," 2,600 "
037015,Prenzlauer Berg Südwest,Pankow,2018," 12,704 ", 82 , 52 ," 1,266 ", 279 , 264 ," 6,611 ", 108 , 685 ," 1,412 ", 212 , 30 , 4 ," 1,277 ", 343 , 175 ," 2,715 "
037016,Prenzlauer Berg Süd,Pankow,2018," 7,232 ", 42 , 24 , 479 , 108 , 156 ," 3,670 ", 182 , 499 , 951 , 165 , 27 , 9 , 805 , 257 , 129 ," 1,528 "
040000,Charlottenburg-Wilmersdorf,Charlottenburg-Wilmersdorf-Total,2018," 15,242 ", 123 , 60 ," 1,194 ", 298 , 406 ," 7,487 ", 201 , 937 ," 1,025 ", 275 , 58 , 27 ," 1,050 ", 240 , 302 ," 3,213 "
041001,Charlottenburg Nord,Charlottenburg-Wilmersdorf,2018," 13,009 ", 118 , 31 ," 1,433 ", 432 , 550 ," 5,292 ", 360 ," 1,233 ", 632 , 262 , 82 , 46 ," 1,192 ", 113 , 950 ," 3,704 "
042002,Heerstraße,Charlottenburg-Wilmersdorf,2018," 11,155 ", 145 , 99 ," 1,167 ", 343 , 336 ," 4,891 ", 267 ," 1,000 ", 588 , 679 , 61 , 46 ," 1,076 ", 404 , 252 ," 2,403 "
042003,Westend,Charlottenburg-Wilmersdorf,2018," 13,654 ", 87 , 56 ," 1,108 ", 289 , 414 ," 7,621 ", 230 ," 1,212 ", 738 , 275 , 38 , 14 , 846 , 115 , 157 ," 2,452 "
043004,Schloss Charlottenburg,Charlottenburg-Wilmersdorf,2018," 11,091 ", 94 , 55 ," 1,092 ", 244 , 346 ," 5,310 ", 159 , 606 , 945 , 240 , 60 , 25 ," 1,021 ", 272 , 182 ," 2,762 "
043005,Mierendorffplatz,Charlottenburg-Wilmersdorf,2018," 12,937 ", 45 , 19 ," 1,027 ", 227 , 487 ," 5,510 ", 123 , 838 , 819 , 175 , 71 , 65 , 786 , 136 , 325 ," 2,593 "
043006,Otto-Suhr-Allee/Kantstraße,Charlottenburg-Wilmersdorf,2018," 18,000 ", 153 , 71 ," 1,485 ", 325 , 476 ," 9,553 ", 97 , 674 ," 1,402 ", 276 , 56 , 18 ," 1,247 ", 260 , 242 ," 3,895 "
044007,Grunewald,Charlottenburg-Wilmersdorf,2018," 9,129 ", 62 , 26 , 495 , 98 , 289 ," 4,095 ", 211 ," 1,336 ", 495 , 449 , 52 , 36 ," 1,222 ", 428 , 77 ," 1,965 "
044008,Schmargendorf,Charlottenburg-Wilmersdorf,2018," 6,463 ", 42 , 12 , 465 , 78 , 171 ," 3,481 ", 237 , 697 , 700 , 204 , 33 , 12 , 568 , 123 , 99 ," 1,300 "
045009,Halensee,Charlottenburg-Wilmersdorf,2018," 13,336 ", 138 , 51 , 931 , 178 , 353 ," 6,908 ", 204 , 905 , 844 , 251 , 47 , 29 , 753 , 142 , 145 ," 3,021 "
045010,Lietzenburger Straße,Charlottenburg-Wilmersdorf,2018," 27,668 ", 213 , 101 ," 2,315 ", 655 , 540 ," 14,933 ", 179 ," 1,106 "," 1,327 ", 321 , 61 , 29 ," 1,697 ", 505 , 574 ," 6,216 "
045011,Volkspark Wilmersdorf,Charlottenburg-Wilmersdorf,2018," 15,871 ", 85 , 36 , 700 , 174 , 322 ," 5,915 ", 158 , 724 ," 1,294 ", 184 , 59 , 16 , 722 , 123 , 243 ," 2,358 "
050000,Spandau,Spandau-Total,2018," 10,687 ", 130 , 76 ," 1,259 ", 306 , 438 ," 4,465 ", 142 , 694 , 492 , 151 , 68 , 30 , 907 , 100 , 241 ," 2,655 "
051001,Hakenfelde,Spandau,2018," 7,690 ", 64 , 44 , 811 , 225 , 221 ," 3,451 ", 144 , 943 , 233 , 64 , 68 , 40 , 759 , 20 , 104 ," 1,914 "
051002,Falkenhagener Feld,Spandau,2018," 6,640 ", 84 , 58 ," 1,024 ", 217 , 371 ," 2,436 ", 135 , 467 , 419 , 99 , 70 , 31 , 713 , 24 , 130 ," 2,173 "
051003,Spandau Mitte,Spandau,2018," 15,553 ", 278 , 164 ," 1,902 ", 490 , 575 ," 5,900 ", 87 , 880 , 723 , 103 , 77 , 34 ," 1,129 ", 132 , 599 ," 3,759 "
052004,Brunsbütteler Damm,Spandau,2018," 7,254 ", 52 , 35 , 904 , 212 , 316 ," 3,247 ", 190 , 523 , 363 , 177 , 61 , 13 , 735 , 108 , 108 ," 1,759 "
052005,Heerstraße,Spandau,2018," 8,449 ", 112 , 56 ," 1,173 ", 247 , 491 ," 3,190 ", 119 , 524 , 201 , 168 , 86 , 43 , 817 , 122 , 152 ," 2,508 "
052006,Wilhelmstadt,Spandau,2018," 16,905 ", 147 , 71 ," 1,753 ", 496 , 553 ," 7,272 ", 87 , 556 , 627 , 153 , 55 , 22 ," 1,218 ", 142 , 360 ," 3,372 "
053007,Haselhorst,Spandau,2018," 10,276 ", 95 , 57 ," 1,081 ", 159 , 401 ," 4,896 ", 273 , 916 , 356 , 153 , 57 , 25 , 846 , 121 , 153 ," 2,633 "
053008,Siemensstadt,Spandau,2018," 12,508 ", 135 , 48 ," 1,206 ", 270 , 365 ," 6,135 ", 270 , 746 ," 1,341 ", 246 , 32 , 8 ," 1,024 ", 286 , 135 ," 3,310 "
054009,Gatow/Kladow,Spandau,2018," 4,675 ", 35 , 15 , 522 , 105 , 291 ," 1,981 ", 60 , 306 , 191 , 331 , 45 , 15 , 411 , 10 , 55 ," 1,088 "
060000,Steglitz-Zehlendorf,Steglitz-Zehlendorf-Total,2018," 7,707 ", 45 , 21 , 606 , 121 , 267 ," 3,788 ", 109 , 752 , 691 , 216 , 50 , 19 , 798 , 201 , 150 ," 1,474 "
061001,Schloßstraße,Steglitz-Zehlendorf,2018," 16,103 ", 109 , 68 , 929 , 204 , 272 ," 9,743 ", 95 , 512 ," 1,350 ", 149 , 45 , -   , 865 , 236 , 226 ," 2,025 "
061002,Albrechtstraße,Steglitz-Zehlendorf,2018," 5,888 ", 45 , 19 , 472 , 96 , 252 ," 2,714 ", 102 , 563 , 565 , 169 , 30 , 9 , 632 , 168 , 130 ," 1,463 "
062003,Lankwitz,Steglitz-Zehlendorf,2018," 7,112 ", 44 , 9 , 900 , 191 , 407 ," 2,713 ", 95 , 591 , 302 , 177 , 51 , 28 , 674 , 77 , 195 ," 1,837 "
062004,Ostpreußendamm,Steglitz-Zehlendorf,2018," 6,479 ", 53 , 23 , 560 , 87 , 264 ," 2,909 ", 93 , 565 , 459 , 256 , 37 , 11 , 734 , 129 , 107 ," 1,542 "
063005,Teltower Damm,Steglitz-Zehlendorf,2018," 7,024 ", 41 , 20 , 523 , 87 , 250 ," 3,299 ", 87 , 616 ," 1,000 ", 215 , 41 , 15 , 700 , 90 , 160 ," 1,226 "
063006,Drakestraße,Steglitz-Zehlendorf,2018," 6,798 ", 20 , 6 , 522 , 89 , 222 ," 3,554 ", 123 , 992 , 708 , 171 , 60 , 22 , 677 , 67 , 91 ," 1,318 "
064007,Zehlendorf Südwest,Steglitz-Zehlendorf,2018," 7,495 ", 19 , 11 , 576 , 134 , 178 ," 3,344 ", 104 , 810 , 528 , 182 , 104 , 41 ," 1,167 ", 550 , 97 ," 1,100 "
064008,Zehlendorf Nord,Steglitz-Zehlendorf,2018," 7,567 ", 35 , 19 , 438 , 103 , 198 ," 3,932 ", 133 ," 1,003 ", 721 , 385 , 40 , 19 ," 1,049 ", 429 , 156 ," 1,152 "
070000,Tempelhof-Schöneberg,Tempelhof-Schöneberg-Total,2018," 11,905 ", 96 , 52 , 937 , 228 , 341 ," 5,851 ", 120 , 771 , 775 , 214 , 54 , 21 , 985 , 236 , 397 ," 2,842 "
071001,Schöneberg Nordwest,Tempelhof-Schöneberg,2018," 28,286 ", 350 , 215 ," 2,098 ", 622 , 580 ," 16,999 ", 117 , 889 ," 1,115 ", 264 , 49 , 23 ," 1,386 ", 211 ," 1,126 "," 8,944 "
071002,Schöneberg Nordost,Tempelhof-Schöneberg,2018," 13,206 ", 99 , 70 ," 1,008 ", 308 , 300 ," 7,024 ", 99 , 658 ," 1,242 ", 255 , 58 , 33 , 934 , 284 , 662 ," 4,318 "
072003,Schöneberg Südwest,Tempelhof-Schöneberg,2018," 11,240 ", 81 , 38 , 716 , 196 , 329 ," 5,754 ", 81 , 511 ," 1,447 ", 244 , 14 , 10 , 817 , 181 , 439 ," 3,113 "
072004,Schöneberg Südost,Tempelhof-Schöneberg,2018," 17,220 ", 86 , 30 ," 1,326 ", 302 , 485 ," 7,864 ", 106 , 738 ," 1,266 ", 213 , 56 , 20 ," 1,395 ", 455 , 555 ," 3,562 "
073005,Friedenau West,Tempelhof-Schöneberg,2018," 9,266 ", 48 , 28 , 403 , 121 , 190 ," 5,815 ", 113 , 468 ," 1,169 ", 226 , 28 , 12 , 786 , 242 , 105 ," 1,524 "
073006,Friedenau Ost,Tempelhof-Schöneberg,2018," 7,623 ", 50 , 14 , 727 , 174 , 279 ," 3,688 ", 201 , 563 , 673 , 146 , 50 , 27 , 727 , 96 , 137 ," 1,652 "
074007,Tempelhof Nord,Tempelhof-Schöneberg,2018," 15,429 ", 54 , 27 ," 1,152 ", 250 , 462 ," 5,281 ", 141 , 934 ," 1,005 ", 114 , 130 , 22 ," 1,532 ", 516 ," 1,038 "," 3,042 "
074008,Tempelhof Südwest,Tempelhof-Schöneberg,2018," 11,472 ", 98 , 41 , 880 , 205 , 300 ," 5,063 ", 129 , 820 , 694 , 243 , 50 , 6 ," 1,085 ", 401 , 401 ," 2,199 "
074009,Tempelhof Südost,Tempelhof-Schöneberg,2018," 15,247 ", 106 , 40 ," 1,089 ", 279 , 545 ," 7,736 ", 252 ," 1,468 ", 671 , 239 , 73 , 33 ," 1,248 ", 126 , 272 ," 3,121 "
075010,Mariendorf Nord,Tempelhof-Schöneberg,2018," 7,692 ", 64 , 38 , 700 , 131 , 239 ," 3,327 ", 80 , 732 , 325 , 252 , 64 , 25 , 863 , 140 , 153 ," 1,834 "
075011,Mariendorf Süd,Tempelhof-Schöneberg,2018," 7,924 ", 33 , 19 , 672 , 166 , 265 ," 3,330 ", 151 , 880 , 397 , 189 , 52 , 24 , 842 , 147 , 161 ," 1,514 "
076012,Marienfelde Nord,Tempelhof-Schöneberg,2018," 7,079 ", 62 , 28 , 566 , 140 , 196 ," 3,122 ", 45 , 768 , 342 , 191 , 67 , 28 , 600 , 129 , 230 ," 1,412 "
076013,Marienfelde Süd,Tempelhof-Schöneberg,2018," 7,812 ", 76 , 48 , 763 , 158 , 358 ," 3,452 ", 110 , 612 , 199 , 124 , 55 , 28 , 715 , 158 , 138 ," 1,877 "
076014,Lichtenrade Nord,Tempelhof-Schöneberg,2018," 4,971 ", 47 , 37 , 555 , 75 , 163 ," 2,077 ", 93 , 873 , 140 , 215 , 19 , 5 , 481 , 42 , 93 ," 1,139 "
076015,Lichtenrade Süd,Tempelhof-Schöneberg,2018," 6,558 ", 50 , 17 , 777 , 150 , 260 ," 2,341 ", 60 , 400 , 230 , 200 , 50 , 23 , 880 , 220 , 187 ," 1,507 "
080000,Neukölln,Neukölln-Total,2018," 12,640 ", 153 , 87 ," 1,222 ", 350 , 418 ," 5,932 ", 137 ," 1,011 ", 561 , 223 , 73 , 33 ," 1,174 ", 193 , 495 ," 3,045 "
081001,Schillerpromenade,Neukölln,2018," 14,444 ", 246 , 141 ," 1,546 ", 532 , 369 ," 6,956 ", 111 ," 1,115 ", 704 , 264 , 108 , 65 ," 1,229 ", 163 ," 1,140 "," 3,819 "
